10000
a	  0.055529
b	  0.070243
a	  0.096125
b	  0.096208
a	  0.151601
b	  0.151666
a	  0.151675
b	  0.151737
a	  0.175962
b	  0.184611
a	  0.206830
b	  0.206832
a	  0.206915
b	  0.236094
a	  0.238909
b	  0.284485
a	  0.284491
b	  0.368435
a	  0.369303
b	  0.369764
a	  0.449191
b	  0.449219
a	  0.547910
b	  0.548378
a	  0.643637
b	  0.643638
a	  0.699324
b	  0.706257
a	  0.789671
b	  0.839668
a	  0.897090
b	  0.897131
a	  0.993072
b	  1.061550
a	  1.071535
b	  1.125462
a	  1.214620
b	  1.288245
a	  1.288264
b	  1.327995
a	  1.327999
b	  1.414814
a	  1.477670
b	  1.565834
a	  1.649626
b	  1.695510
a	  1.749426
b	  1.750288
a	  1.750345
b	  1.784270
a	  1.785667
b	  1.785671
a	  1.812782
b	  1.890417
a	  1.908098
b	  1.989291
a	  2.014137
b	  2.030261
a	  2.036422
b	  2.050391
a	  2.057532
b	  2.136916
a	  2.158607
b	  2.184262
a	  2.270831
b	  2.286166
a	  2.308048
b	  2.341347
a	  2.341385
b	  2.417278
a	  2.479815
b	  2.546598
a	  2.590597
b	  2.644570
a	  2.644642
b	  2.717857
a	  2.724085
b	  2.724147
a	  2.724260
b	  2.735939
a	  2.820123
b	  2.892055
a	  2.892056
b	  2.939001
a	  2.998318
b	  2.998321
a	  3.050908
b	  3.108440
a	  3.202651
b	  3.279818
a	  3.377957
b	  3.451798
a	  3.451820
b	  3.504949
a	  3.505046
b	  3.517365
a	  3.517560
b	  3.517622
a	  3.518586
b	  3.612284
a	  3.629758
b	  3.694323
a	  3.694750
b	  3.694829
a	  3.781028
b	  3.781037
a	  3.785922
b	  3.786121
a	  3.830272
b	  3.852857
a	  3.867688
b	  3.867691
a	  3.871329
b	  3.956645
a	  4.009142
b	  4.067315
a	  4.139998
b	  4.233452
a	  4.307671
b	  4.376587
a	  4.391163
b	  4.391204
a	  4.443729
b	  4.444201
a	  4.492500
b	  4.536961
a	  4.608537
b	  4.608538
a	  4.704314
b	  4.767253
a	  4.811590
b	  4.859314
a	  4.859318
b	  4.900663
a	  4.940559
b	  5.005692
a	  5.104350
b	  5.170781
a	  5.257433
b	  5.342005
a	  5.365128
b	  5.424453
a	  5.475847
b	  5.480596
a	  5.503549
b	  5.555785
a	  5.555799
b	  5.632295
a	  5.721978
b	  5.735841
a	  5.736692
b	  5.819666
a	  5.918237
b	  5.946610
a	  6.004371
b	  6.088100
a	  6.088972
b	  6.115521
a	  6.137487
b	  6.196483
a	  6.296472
b	  6.348413
a	  6.395659
b	  6.429547
a	  6.429553
b	  6.500814
a	  6.508630
b	  6.578499
a	  6.578506
b	  6.640472
a	  6.654160
b	  6.729279
a	  6.729287
b	  6.787774
a	  6.793352
b	  6.809194
a	  6.884008
b	  6.938460
a	  6.986309
b	  6.986403
a	  6.986411
b	  7.005296
a	  7.005574
b	  7.005578
a	  7.079545
b	  7.079564
a	  7.161897
b	  7.203645
a	  7.219310
b	  7.219385
a	  7.274606
b	  7.358604
a	  7.366993
b	  7.367021
a	  7.402388
b	  7.461135
a	  7.509767
b	  7.564561
a	  7.569483
b	  7.569496
a	  7.629280
b	  7.712393
a	  7.712397
b	  7.720541
a	  7.738352
b	  7.822887
a	  7.830658
b	  7.845451
a	  7.845452
b	  7.846288
a	  7.944969
b	  7.945312
a	  7.967669
b	  7.979883
a	  8.002696
b	  8.021335
a	  8.021397
b	  8.037873
a	  8.037880
b	  8.134262
a	  8.172135
b	  8.253696
a	  8.253704
b	  8.253710
a	  8.339446
b	  8.427442
a	  8.460284
b	  8.517472
a	  8.543004
b	  8.637561
a	  8.649758
b	  8.695949
a	  8.777744
b	  8.780688
a	  8.781111
b	  8.781115
a	  8.790477
b	  8.877604
a	  8.957230
b	  8.957232
a	  8.957788
b	  9.027021
a	  9.038516
b	  9.127707
a	  9.202251
b	  9.215813
a	  9.215908
b	  9.215914
a	  9.283856
b	  9.283923
a	  9.382739
b	  9.383150
a	  9.419819
b	  9.492540
a	  9.493193
b	  9.552630
a	  9.652247
b	  9.725815
a	  9.726706
b	  9.766341
a	  9.819567
b	  9.880939
a	  9.966900
b	 10.045861
a	 10.087512
b	 10.087566
a	 10.179224
b	 10.224156
a	 10.243495
b	 10.326379
a	 10.326387
b	 10.424348
a	 10.510860
b	 10.599688
a	 10.600470
b	 10.600526
a	 10.688505
b	 10.704251
a	 10.704328
b	 10.795493
a	 10.862921
b	 10.882773
a	 10.896405
b	 10.896411
a	 10.907874
b	 10.943768
a	 10.943774
b	 10.955889
a	 11.018662
b	 11.019181
a	 11.023844
b	 11.027543
a	 11.095870
b	 11.096865
a	 11.186813
b	 11.256761
a	 11.272628
b	 11.282605
a	 11.282610
b	 11.282612
a	 11.348344
b	 11.396741
a	 11.414220
b	 11.466785
a	 11.526056
b	 11.526978
a	 11.543529
b	 11.560355
a	 11.609232
b	 11.609233
a	 11.657154
b	 11.684323
a	 11.715577
b	 11.721950
a	 11.768922
b	 11.830079
a	 11.867596
b	 11.920723
a	 11.970047
b	 12.029841
a	 12.029853
b	 12.064749
a	 12.109121
b	 12.114684
a	 12.129479
b	 12.207673
a	 12.208394
b	 12.208403
a	 12.299817
b	 12.334006
a	 12.368587
b	 12.443941
a	 12.445469
b	 12.492592
a	 12.550585
b	 12.559972
a	 12.643323
b	 12.682671
a	 12.733819
b	 12.825795
a	 12.825829
b	 12.834447
a	 12.898768
b	 12.977887
a	 13.076474
b	 13.076480
a	 13.163114
b	 13.163179
a	 13.251830
b	 13.299379
a	 13.356907
b	 13.378202
a	 13.434745
b	 13.498487
a	 13.498530
b	 13.499418
a	 13.539359
b	 13.556851
a	 13.593074
b	 13.628555
a	 13.628590
b	 13.671216
a	 13.671220
b	 13.704714
a	 13.760880
b	 13.859392
a	 13.959184
b	 14.026347
a	 14.091100
b	 14.113081
a	 14.113954
b	 14.195908
a	 14.225774
b	 14.271102
a	 14.271150
b	 14.272391
a	 14.298043
b	 14.334872
a	 14.335086
b	 14.382062
a	 14.467908
b	 14.467916
a	 14.504734
b	 14.534663
a	 14.564278
b	 14.653004
a	 14.653776
b	 14.746718
a	 14.820141
b	 14.820313
a	 14.829964
b	 14.877225
a	 14.879860
b	 14.949337
a	 14.980996
b	 14.981089
a	 14.981187
b	 14.981192
a	 15.003937
b	 15.052676
a	 15.120901
b	 15.150019
a	 15.237357
b	 15.306884
a	 15.400602
b	 15.400683
a	 15.463426
b	 15.559247
a	 15.614586
b	 15.706237
a	 15.706785
b	 15.718734
a	 15.718760
b	 15.763146
a	 15.828842
b	 15.837628
a	 15.848951
b	 15.856548
a	 15.888800
b	 15.947036
a	 16.035718
b	 16.111382
a	 16.113524
b	 16.190715
a	 16.190717
b	 16.200375
a	 16.271756
b	 16.352978
a	 16.408860
b	 16.440449
a	 16.486117
b	 16.555348
a	 16.628535
b	 16.691991
a	 16.749872
b	 16.793526
a	 16.793582
b	 16.793587
a	 16.829555
b	 16.829633
a	 16.829657
b	 16.829742
a	 16.829820
b	 16.876672
a	 16.908124
b	 16.908895
a	 17.004437
b	 17.089183
a	 17.089515
b	 17.106166
a	 17.182439
b	 17.227687
a	 17.227718
b	 17.324689
a	 17.324692
b	 17.347517
a	 17.435928
b	 17.499721
a	 17.499805
b	 17.504200
a	 17.504208
b	 17.504266
a	 17.548140
b	 17.592511
a	 17.619346
b	 17.620329
a	 17.621067
b	 17.621103
a	 17.694689
b	 17.759808
a	 17.826807
b	 17.830261
a	 17.882450
b	 17.904715
a	 17.904769
b	 18.004708
a	 18.012999
b	 18.038656
a	 18.054602
b	 18.109238
a	 18.170470
b	 18.189015
a	 18.255954
b	 18.301186
a	 18.301188
b	 18.301192
a	 18.384675
b	 18.458368
a	 18.531147
b	 18.614589
a	 18.615524
b	 18.623868
a	 18.623872
b	 18.624260
a	 18.692632
b	 18.692649
a	 18.692664
b	 18.725145
a	 18.790757
b	 18.790760
a	 18.790762
b	 18.790808
a	 18.857373
b	 18.876114
a	 18.877089
b	 18.891274
a	 18.957229
b	 18.957231
a	 18.991960
b	 19.080605
a	 19.110338
b	 19.162752
a	 19.163499
b	 19.185242
a	 19.210737
b	 19.230125
a	 19.272974
b	 19.304363
a	 19.304408
b	 19.372053
a	 19.372059
b	 19.433806
a	 19.455645
b	 19.463106
a	 19.506351
b	 19.552312
a	 19.616194
b	 19.652048
a	 19.652263
b	 19.719898
a	 19.808043
b	 19.835274
a	 19.847900
b	 19.847955
a	 19.921537
b	 19.998254
a	 20.061125
b	 20.061140
a	 20.061146
b	 20.061203
a	 20.119944
b	 20.143492
a	 20.151769
b	 20.208065
a	 20.211204
b	 20.254359
a	 20.316228
b	 20.406143
a	 20.488468
b	 20.560707
a	 20.631835
b	 20.631884
a	 20.723303
b	 20.820099
a	 20.888244
b	 20.888631
a	 20.888674
b	 20.888718
a	 20.951412
b	 20.980626
a	 21.016982
b	 21.046447
a	 21.046980
b	 21.130111
a	 21.224325
b	 21.259151
a	 21.295806
b	 21.295880
a	 21.351769
b	 21.399444
a	 21.424870
b	 21.424873
a	 21.457442
b	 21.457445
a	 21.516244
b	 21.538725
a	 21.538728
b	 21.620702
a	 21.620710
b	 21.621359
a	 21.720170
b	 21.720178
a	 21.753355
b	 21.830784
a	 21.830847
b	 21.837703
a	 21.838194
b	 21.937436
a	 21.975773
b	 21.976312
a	 21.977136
b	 22.045972
a	 22.142734
b	 22.143418
a	 22.144246
b	 22.188104
a	 22.196232
b	 22.268494
a	 22.295347
b	 22.319112
a	 22.373087
b	 22.373275
a	 22.402509
b	 22.402515
a	 22.487109
b	 22.525985
a	 22.544551
b	 22.610316
a	 22.685043
b	 22.782288
a	 22.796612
b	 22.838796
a	 22.861509
b	 22.919463
a	 22.928431
b	 23.007289
a	 23.040564
b	 23.103911
a	 23.127259
b	 23.127260
a	 23.161794
b	 23.258257
a	 23.340245
b	 23.340622
a	 23.351974
b	 23.418323
a	 23.500869
b	 23.500984
a	 23.580633
b	 23.636115
a	 23.636122
b	 23.691645
a	 23.698020
b	 23.744964
a	 23.744988
b	 23.803827
a	 23.849048
b	 23.849674
a	 23.922529
b	 23.922534
a	 23.922541
b	 24.022425
a	 24.050639
b	 24.099300
a	 24.104486
b	 24.189218
a	 24.281716
b	 24.319053
a	 24.361240
b	 24.412788
a	 24.490186
b	 24.513985
a	 24.559508
b	 24.600903
a	 24.607742
b	 24.675263
a	 24.675266
b	 24.675295
a	 24.772444
b	 24.772535
a	 24.786860
b	 24.812732
a	 24.857913
b	 24.956839
a	 25.025260
b	 25.049001
a	 25.054416
b	 25.054421
a	 25.095959
b	 25.100098
a	 25.132860
b	 25.189017
a	 25.243928
b	 25.308604
a	 25.342959
b	 25.342961
a	 25.343040
b	 25.343083
a	 25.424817
b	 25.471448
a	 25.499637
b	 25.508634
a	 25.607150
b	 25.659361
a	 25.660344
b	 25.733533
a	 25.734412
b	 25.755869
a	 25.845687
b	 25.845692
a	 25.845747
b	 25.845751
a	 25.892412
b	 25.931774
a	 25.933749
b	 25.933890
a	 25.934215
b	 26.018666
a	 26.115049
b	 26.115103
a	 26.142436
b	 26.166781
a	 26.202150
b	 26.267974
a	 26.295837
b	 26.295839
a	 26.345797
b	 26.393090
a	 26.487874
b	 26.500699
a	 26.547816
b	 26.563969
a	 26.563975
b	 26.626703
a	 26.648641
b	 26.677594
a	 26.719061
b	 26.776243
a	 26.803439
b	 26.879033
a	 26.928400
b	 26.952627
a	 26.952723
b	 26.953538
a	 26.973499
b	 27.027024
a	 27.100422
b	 27.192188
a	 27.192834
b	 27.242609
a	 27.254438
b	 27.332081
a	 27.370020
b	 27.386353
a	 27.462508
b	 27.560257
a	 27.654049
b	 27.654057
a	 27.679871
b	 27.699340
a	 27.700027
b	 27.703253
a	 27.703322
b	 27.753141
a	 27.753147
b	 27.780638
a	 27.860219
b	 27.860296
a	 27.860307
b	 27.939929
a	 27.944883
b	 28.000051
a	 28.000078
b	 28.011361
a	 28.038073
b	 28.079400
a	 28.079874
b	 28.080038
a	 28.144192
b	 28.144195
a	 28.144211
b	 28.239940
a	 28.282478
b	 28.358131
a	 28.358136
b	 28.358221
a	 28.428204
b	 28.503590
a	 28.504089
b	 28.507424
a	 28.596380
b	 28.642876
a	 28.674797
b	 28.675419
a	 28.708087
b	 28.800316
a	 28.885241
b	 28.885243
a	 28.948826
